,vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,f1dev,aucdev,f1train,auctrain
1063,88.0,threat,bern,{'alpha': 2.0},count,0.0,0.0,1000,english,True,unicode,0.987351252392444,0.7348849493301822,0.9866999094194775,0.7982451646609935
1064,88.0,insult,multi,{'alpha': 0.5},count,0.0,0.0,1000,english,True,unicode,0.9654031788299909,0.7788017765226259,0.9651220146543144,0.7837915641076711
1065,88.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,1000,english,True,unicode,0.8198593658983108,0.8314109975516549,0.8233500443934243,0.8362313389709968
1066,88.0,identity_hate,multi,{'alpha': 0.0},count,0.0,0.0,1000,english,True,unicode,0.9843971041025215,0.6629898274081893,0.9848524254952782,0.70995059777911
1067,88.0,identity_hate,bern,{'alpha': 2.0},count,0.0,0.0,1000,english,True,unicode,0.9451402180244654,0.8037906829374449,0.9455081926046833,0.8618071730798782
1068,89.0,toxic,multi,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.9349047183157194,0.7272654947125904,0.9361362474552254,0.7339920179309237
1069,89.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.7302363318631938,0.7673049092898387,0.7336932638583716,0.7744915349829364
1070,89.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,1000,english,True,unicode,0.9817342098693518,0.7108953094079187,0.9817134964978521,0.7542865432961455
1071,89.0,severe_toxic,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.9781143380211367,0.7514740099345617,0.9773010591643274,0.7577612989245238
1072,89.0,obscene,multi,{'alpha': 1.0},count,1.0,0.0,1000,english,True,unicode,0.9629691270699842,0.7680402459011544,0.9622252316081181,0.7691434176883752
1073,89.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.7933344428725971,0.8130622696860249,0.7946781700940782,0.8169407837568187
1074,89.0,threat,multi,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.9891819921777482,0.5920421413617273,0.9886281086607536,0.6196095047519458
1075,89.0,threat,bern,{'alpha': 2.0},count,1.0,0.0,1000,english,True,unicode,0.9788008654406258,0.6794807574570473,0.9783862317605805,0.7290477767744957
1076,89.0,insult,multi,{'alpha': 1.0},count,1.0,0.0,1000,english,True,unicode,0.9586835316634768,0.7371664318649975,0.9580190667515672,0.7387275638651082
1077,89.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.7856578180910377,0.8046348718406073,0.787189582343076,0.8091074272530289
1078,89.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.98056919364234,0.6248645140384835,0.9802337156847798,0.6404783434132629
1079,89.0,identity_hate,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,True,unicode,0.9766996754597653,0.6025529744597099,0.9767450203133548,0.6294930216504868
1080,90.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,1000,english,True,unicode,0.9449529832736956,0.7225630982677347,0.9439476964745344,0.7208376710442679
1081,90.0,toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,True,unicode,0.7518099359241075,0.785967167371976,0.7538182829161547,0.7887100240554331
1082,90.0,severe_toxic,multi,{'alpha': 2.0},tfidf,0.0,0.0,1000,english,True,unicode,0.9904302238495465,0.596548072447509,0.9905024976906451,0.6148217271872967
1083,90.0,severe_toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,True,unicode,0.9826079720396106,0.7590436689852349,0.9820094526604666,0.7711078648707261
1084,90.0,obscene,multi,{'alpha': 0.5},tfidf,0.0,0.0,1000,english,True,unicode,0.9729341765831738,0.7643806503436941,0.9729872738850076,0.7692051135449809
1085,90.0,obscene,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,True,unicode,0.837896313555796,0.8515455178882412,0.841475117261419,0.8541730836926256
1086,90.0,threat,multi,{'alpha': 1.0},tfidf,0.0,0.0,1000,english,True,unicode,0.9967545976533244,0.5,0.9971301220594961,0.5062021857816651
1087,90.0,threat,bern,{'alpha': 2.0},tfidf,0.0,0.0,1000,english,True,unicode,0.987351252392444,0.7348849493301822,0.9866999094194775,0.7982451646609935
1088,90.0,insult,multi,{'alpha': 0.0},tfidf,0.0,0.0,1000,english,True,unicode,0.9669218606973454,0.7093299983480978,0.9668708465243088,0.7165450394561973
1089,90.0,insult,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,True,unicode,0.8198593658983108,0.8314109975516549,0.8233500443934243,0.8362313389709968
1090,90.0,identity_hate,multi,{'alpha': 2.0},tfidf,0.0,0.0,1000,english,True,unicode,0.9911583589914288,0.5351991713138855,0.9916504488668466,0.5411660163554646
1091,90.0,identity_hate,bern,{'alpha': 2.0},tfidf,0.0,0.0,1000,english,True,unicode,0.9451402180244654,0.8037906829374449,0.9455081926046833,0.8618071730798782
1092,91.0,toxic,multi,{'alpha': 0.0},tfidf,1.0,0.0,1000,english,True,unicode,0.9344262295081968,0.6887132845561371,0.9353918728644073,0.6957936772462434
1093,91.0,toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,True,unicode,0.7302363318631938,0.7673049092898387,0.7336932638583716,0.7744915349829364
1094,91.0,severe_toxic,multi,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,True,unicode,0.99028459682117,0.5296844752555223,0.9898029649426473,0.5346190894998514
1095,91.0,severe_toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,True,unicode,0.9781143380211367,0.7514740099345617,0.9773010591643274,0.7577612989245238
1096,91.0,obscene,multi,{'alpha': 1.0},tfidf,1.0,0.0,1000,english,True,unicode,0.9643837896313556,0.717954325880733,0.9634897715756526,0.7213424443912861
1097,91.0,obscene,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,True,unicode,0.7933344428725971,0.8130622696860249,0.7946781700940782,0.8169407837568187
1098,91.0,threat,multi,{'alpha': 2.0},tfidf,1.0,0.0,1000,english,True,unicode,0.9967962053757178,0.5064102564102564,0.997112185322368,0.5015482978597766
1099,91.0,threat,bern,{'alpha': 2.0},tfidf,1.0,0.0,1000,english,True,unicode,0.9788008654406258,0.6794807574570473,0.9783862317605805,0.7290477767744957
1100,91.0,insult,multi,{'alpha': 0.5},tfidf,1.0,0.0,1000,english,True,unicode,0.9607431139219439,0.6780173111913603,0.9595436894074599,0.6804803648656733
1101,91.0,insult,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,True,unicode,0.7856578180910377,0.8046348718406073,0.787189582343076,0.8091074272530289
1102,91.0,identity_hate,multi,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,True,unicode,0.9908879087958725,0.5033931647775807,0.9914441763898729,0.5067218200620476
1103,91.0,identity_hate,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,True,unicode,0.9766996754597653,0.6025529744597099,0.9767450203133548,0.6294930216504868
1104,92.0,toxic,multi,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.9332820171423817,0.7205083227295951,0.934880675856255,0.7292102065681797
1105,92.0,toxic,bern,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.7288632770242157,0.7658623691000639,0.7317830013542238,0.7722670745884783
1106,92.0,severe_toxic,multi,{'alpha': 0.0},count,0.0,0.0,1000,english,False,unicode,0.9816509944245652,0.709793133653329,0.9815879393379551,0.7537843907375726
1107,92.0,severe_toxic,bern,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.9782183573271199,0.7515265298396058,0.9769692295274567,0.754083829305318
1108,92.0,obscene,multi,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.9618665224265623,0.7611996443736685,0.9612476794346341,0.7626872354852078
1109,92.0,obscene,bern,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.7882374968794208,0.8103744515361214,0.789261275481377,0.8136834841232842
1110,92.0,threat,multi,{'alpha': 0.0},count,0.0,0.0,1000,english,False,unicode,0.9886826995090289,0.5854022973742461,0.9888612862434195,0.6615304734191759
1111,92.0,threat,bern,{'alpha': 2.0},count,0.0,0.0,1000,english,False,unicode,0.9790297079137888,0.6700114740271695,0.9786642511860667,0.7229939976450465
1112,92.0,insult,multi,{'alpha': 1.0},count,0.0,0.0,1000,english,False,unicode,0.9579137887992011,0.7293868367631897,0.9573554074778257,0.7330953900689233
1113,92.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.7809145377382042,0.8002993149374644,0.7829116705380125,0.8070266337735433
1114,92.0,identity_hate,multi,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.9807148206707165,0.6215448323597902,0.9801530003677031,0.6378749343520365
1115,92.0,identity_hate,bern,{'alpha': 10.0},count,0.0,0.0,1000,english,False,unicode,0.9765748522925854,0.6092763185015392,0.9763145386222792,0.6308135168230554
1116,93.0,toxic,multi,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.9349047183157194,0.7272654947125904,0.9361362474552254,0.7339920179309237
1117,93.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.7302363318631938,0.7673049092898387,0.7336932638583716,0.7744915349829364
1118,93.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,1000,english,False,unicode,0.9817342098693518,0.7108953094079187,0.9817134964978521,0.7542865432961455
1119,93.0,severe_toxic,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.9781143380211367,0.7514740099345617,0.9773010591643274,0.7577612989245238
1120,93.0,obscene,multi,{'alpha': 1.0},count,1.0,0.0,1000,english,False,unicode,0.9629691270699842,0.7680402459011544,0.9622252316081181,0.7691434176883752
1121,93.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.7933344428725971,0.8130622696860249,0.7946781700940782,0.8169407837568187
1122,93.0,threat,multi,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.9891819921777482,0.5920421413617273,0.9886281086607536,0.6196095047519458
1123,93.0,threat,bern,{'alpha': 2.0},count,1.0,0.0,1000,english,False,unicode,0.9788008654406258,0.6794807574570473,0.9783862317605805,0.7290477767744957
1124,93.0,insult,multi,{'alpha': 1.0},count,1.0,0.0,1000,english,False,unicode,0.9586835316634768,0.7371664318649975,0.9580190667515672,0.7387275638651082
1125,93.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.7856578180910377,0.8046348718406073,0.787189582343076,0.8091074272530289
1126,93.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.98056919364234,0.6248645140384835,0.9802337156847798,0.6404783434132629
1127,93.0,identity_hate,bern,{'alpha': 10.0},count,1.0,0.0,1000,english,False,unicode,0.9766996754597653,0.6025529744597099,0.9767450203133548,0.6294930216504868
1128,94.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,1000,english,False,unicode,0.9333652325871682,0.6836339633721173,0.934279795162462,0.6902570985782731
1129,94.0,toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,False,unicode,0.7288632770242157,0.7658623691000639,0.7317830013542238,0.7722670745884783
1130,94.0,severe_toxic,multi,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,False,unicode,0.99028459682117,0.5296844752555223,0.989776059836955,0.5354829642659213
1131,94.0,severe_toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,False,unicode,0.9782183573271199,0.7515265298396058,0.9769692295274567,0.754083829305318
1132,94.0,obscene,multi,{'alpha': 1.0},tfidf,0.0,0.0,1000,english,False,unicode,0.9636556544894732,0.7122595535483601,0.962808175564783,0.7163097536590157
1133,94.0,obscene,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,False,unicode,0.7882374968794208,0.8103744515361214,0.789261275481377,0.8136834841232842
1134,94.0,threat,multi,{'alpha': 2.0},tfidf,0.0,0.0,1000,english,False,unicode,0.9967962053757178,0.5064102564102564,0.997112185322368,0.5015482978597766
1135,94.0,threat,bern,{'alpha': 2.0},tfidf,0.0,0.0,1000,english,False,unicode,0.9790297079137888,0.6700114740271695,0.9786642511860667,0.7229939976450465
1136,94.0,insult,multi,{'alpha': 1.0},tfidf,0.0,0.0,1000,english,False,unicode,0.9603894482816011,0.6729147013321543,0.959319480193358,0.6765279926554778
1137,94.0,insult,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,False,unicode,0.7809145377382042,0.8002993149374644,0.7829116705380125,0.8070266337735433
1138,94.0,identity_hate,multi,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,False,unicode,0.9908879087958725,0.5033931647775807,0.9914441763898729,0.5067218200620476
1139,94.0,identity_hate,bern,{'alpha': 10.0},tfidf,0.0,0.0,1000,english,False,unicode,0.9765748522925854,0.6092763185015392,0.9763145386222792,0.6308135168230554
1140,95.0,toxic,multi,{'alpha': 0.0},tfidf,1.0,0.0,1000,english,False,unicode,0.9344262295081968,0.6887132845561371,0.9353918728644073,0.6957936772462434
1141,95.0,toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,False,unicode,0.7302363318631938,0.7673049092898387,0.7336932638583716,0.7744915349829364
1142,95.0,severe_toxic,multi,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,False,unicode,0.99028459682117,0.5296844752555223,0.9898029649426473,0.5346190894998514
1143,95.0,severe_toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,False,unicode,0.9781143380211367,0.7514740099345617,0.9773010591643274,0.7577612989245238
1144,95.0,obscene,multi,{'alpha': 1.0},tfidf,1.0,0.0,1000,english,False,unicode,0.9643837896313556,0.717954325880733,0.9634897715756526,0.7213424443912861
1145,95.0,obscene,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,False,unicode,0.7933344428725971,0.8130622696860249,0.7946781700940782,0.8169407837568187
1146,95.0,threat,multi,{'alpha': 2.0},tfidf,1.0,0.0,1000,english,False,unicode,0.9967962053757178,0.5064102564102564,0.997112185322368,0.5015482978597766
1147,95.0,threat,bern,{'alpha': 2.0},tfidf,1.0,0.0,1000,english,False,unicode,0.9788008654406258,0.6794807574570473,0.9783862317605805,0.7290477767744957
1148,95.0,insult,multi,{'alpha': 0.5},tfidf,1.0,0.0,1000,english,False,unicode,0.9607431139219439,0.6780173111913603,0.9595436894074599,0.6804803648656733
1149,95.0,insult,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,False,unicode,0.7856578180910377,0.8046348718406073,0.787189582343076,0.8091074272530289
1150,95.0,identity_hate,multi,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,False,unicode,0.9908879087958725,0.5033931647775807,0.9914441763898729,0.5067218200620476
1151,95.0,identity_hate,bern,{'alpha': 10.0},tfidf,1.0,0.0,1000,english,False,unicode,0.9766996754597653,0.6025529744597099,0.9767450203133548,0.6294930216504868
1152,96.0,toxic,multi,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.9401472913372722,0.8373099962726254,0.9414634583822858,0.8430415091754507
1153,96.0,toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.6482483148872431,0.7346910335752913,0.6555967104024107,0.7434291285698346
1154,96.0,severe_toxic,multi,{'alpha': 0.0},count,0.0,0.0,4000,,True,,0.9831072647083299,0.7974615184294035,0.9842156713272289,0.8740081644619004
1155,96.0,severe_toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.9868519597237247,0.5512748346612659,0.9866909410509135,0.5668295703717983
1156,96.0,obscene,multi,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.9628235000416078,0.8635578206941164,0.963400087890012,0.8689985874582494
1157,96.0,obscene,bern,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.7059582258467172,0.7821590965761316,0.7068688734832247,0.7826753959818545
1158,96.0,threat,multi,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.9931139219439128,0.5940145073660685,0.9932468184712518,0.6126357608021076
1159,96.0,threat,bern,{'alpha': 2.0},count,0.0,0.0,4000,,True,,0.9924898061080136,0.6448165118957405,0.9924217285633571,0.6973784033321302
1160,96.0,insult,multi,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.9598277440292918,0.8430694402560964,0.9587993148166417,0.8451375839947054
1161,96.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.7087875509694598,0.7769550298949389,0.7105369362259312,0.7814657707208783
1162,96.0,identity_hate,multi,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.9823791295664476,0.6721510559420648,0.9825296180371829,0.6980157007250709
1163,96.0,identity_hate,bern,{'alpha': 10.0},count,0.0,0.0,4000,,True,,0.9765540484313888,0.5153882620695869,0.9764221590450481,0.5175965310407372
1164,97.0,toxic,multi,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.9425813430972788,0.7991953509837376,0.9437055505233044,0.8048685594386259
1165,97.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.6513064824831488,0.7320835482196966,0.6576953086464041,0.7411699912443481
1166,97.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,4000,,True,,0.9796746276108845,0.7586227674935482,0.9803233993704206,0.8163231247439822
1167,97.0,severe_toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.9850420237996173,0.6076096191634359,0.9843771019613822,0.6147988562524598
1168,97.0,obscene,multi,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.9615544645086128,0.8194538654993152,0.9612745845403262,0.8235252007116571
1169,97.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.7004660064908047,0.7699689383418549,0.7028779494722115,0.7753402690988116
1170,97.0,threat,multi,{'alpha': 0.0},count,1.0,0.0,4000,,True,,0.9871848215028709,0.6293766135350707,0.9882424688124983,0.8423710181947729
1171,97.0,threat,bern,{'alpha': 2.0},count,1.0,0.0,4000,,True,,0.9871640176416743,0.6549237169854134,0.9866730043137852,0.6960440144018977
1172,97.0,insult,multi,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.9584130814679204,0.8003284361869231,0.958108750437208,0.8053226276760607
1173,97.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.7041482899226096,0.7663232220776767,0.7062590244208676,0.7729091283102757
1174,97.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.977635849213614,0.6550538923992687,0.9773279642700197,0.673352915330911
1175,97.0,identity_hate,bern,{'alpha': 10.0},count,1.0,0.0,4000,,True,,0.9777398685195973,0.5227729540014016,0.9774086795870963,0.5298825188669835
1176,98.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,,True,,0.9484480319547308,0.7454943350331448,0.9501807126265661,0.7561079488473429
1177,98.0,toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,True,,0.6482483148872431,0.7346910335752913,0.6555967104024107,0.7434291285698346
1178,98.0,severe_toxic,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,,True,,0.9899517350420238,0.6302315954620463,0.9908791691703362,0.6724859320658939
1179,98.0,severe_toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,True,,0.9868519597237247,0.5512748346612659,0.9866909410509135,0.5668295703717983
1180,98.0,obscene,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,,True,,0.9729757843055671,0.7742655028652686,0.9739289525842354,0.7869676028337943
1181,98.0,obscene,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,True,,0.7059582258467172,0.7821590965761316,0.7068688734832247,0.7826753959818545
1182,98.0,threat,multi,{'alpha': 0.5},tfidf,0.0,0.0,4000,,True,,0.996775401514521,0.5032051282051282,0.9971301220594961,0.5046538879218885
1183,98.0,threat,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,,True,,0.9924898061080136,0.6448165118957405,0.9924217285633571,0.6973784033321302
1184,98.0,insult,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,,True,,0.9689190313722227,0.7314805149833072,0.9698931867304019,0.7505147620102761
1185,98.0,insult,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,True,,0.7087875509694598,0.7769550298949389,0.7105369362259312,0.7814657707208783
1186,98.0,identity_hate,multi,{'alpha': 1.0},tfidf,0.0,0.0,4000,,True,,0.9911583589914288,0.537461281165606,0.9916594172354107,0.5457833967852349
1187,98.0,identity_hate,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,True,,0.9765540484313888,0.5153882620695869,0.9764221590450481,0.5175965310407372
1188,99.0,toxic,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,,True,,0.9436007322959141,0.7422293978201284,0.9451853313363765,0.752760851749956
1189,99.0,toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.6513064824831488,0.7320835482196966,0.6576953086464041,0.7411699912443481
1190,99.0,severe_toxic,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.9902221852375801,0.5232920043291696,0.9897491547312628,0.5249397966314064
1191,99.0,severe_toxic,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.9850420237996173,0.6076096191634359,0.9843771019613822,0.6147988562524598
1192,99.0,obscene,multi,{'alpha': 0.1},tfidf,1.0,0.0,4000,,True,,0.9661105101106765,0.7619202934382123,0.9664583015703614,0.7766856484827384
1193,99.0,obscene,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.7004660064908047,0.7699689383418549,0.7028779494722115,0.7753402690988116
1194,99.0,threat,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.9967545976533244,0.5,0.997112185322368,0.5
1195,99.0,threat,bern,{'alpha': 2.0},tfidf,1.0,0.0,4000,,True,,0.9871640176416743,0.6549237169854134,0.9866730043137852,0.6960440144018977
1196,99.0,insult,multi,{'alpha': 0.01},tfidf,1.0,0.0,4000,,True,,0.9631563618207539,0.7305019344028149,0.9632296888872945,0.7466673252489444
1197,99.0,insult,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.7041482899226096,0.7663232220776767,0.7062590244208676,0.7729091283102757
1198,99.0,identity_hate,multi,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.9909087126570691,0.5011415525114156,0.9913275875985399,0.5025626983425465
1199,99.0,identity_hate,bern,{'alpha': 10.0},tfidf,1.0,0.0,4000,,True,,0.9777398685195973,0.5227729540014016,0.9774086795870963,0.5298825188669835
1200,100.0,toxic,multi,{'alpha': 10.0},count,0.0,0.0,4000,,False,,0.9417283847882167,0.8015564701279839,0.9426114095584872,0.8062235661211721
1201,100.0,toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,,False,,0.6484355496380129,0.7316689782012847,0.6560182237249222,0.7409513305337299
1202,100.0,severe_toxic,multi,{'alpha': 0.0},count,0.0,0.0,4000,,False,,0.9800074893900308,0.7556103516980258,0.9805655453216505,0.8151292378496905
1203,100.0,severe_toxic,bern,{'alpha': 10.0},count,0.0,0.0,4000,,False,,0.9848339851876509,0.6138655383366741,0.9840183672188192,0.6146176557994587
1204,100.0,obscene,multi,{'alpha': 0.0001},count,0.0,0.0,4000,,False,,0.9602854289756179,0.8246644660491245,0.9611579957489933,0.8379567761823511
1205,100.0,obscene,bern,{'alpha': 10.0},count,0.0,0.0,4000,,False,,0.6970541732545561,0.7696871167303566,0.6986269427728402,0.7742035690053821
1206,100.0,threat,multi,{'alpha': 0.0},count,0.0,0.0,4000,,False,,0.9873096446700508,0.6262445359226958,0.9885384249751128,0.8518092120056485
1207,100.0,threat,bern,{'alpha': 2.0},count,0.0,0.0,4000,,False,,0.986893567446118,0.6452039743803811,0.9864218899939912,0.7067561786245148
1208,100.0,insult,multi,{'alpha': 0.01},count,0.0,0.0,4000,,False,,0.9570192227677456,0.8075860468066116,0.9574450911634664,0.8218446739073821
1209,100.0,insult,bern,{'alpha': 10.0},count,0.0,0.0,4000,,False,,0.7000707331280686,0.7660250004841751,0.7021425432499574,0.7726174569438962
1210,100.0,identity_hate,multi,{'alpha': 10.0},count,0.0,0.0,4000,,False,,0.9758051094283099,0.6586543245738412,0.9753280180802311,0.6759319718698524
1211,100.0,identity_hate,bern,{'alpha': 10.0},count,0.0,0.0,4000,,False,,0.9771573604060914,0.524741131457573,0.9768526407361237,0.5301146069179201
1212,101.0,toxic,multi,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.9425813430972788,0.7991953509837376,0.9437055505233044,0.8048685594386259
1213,101.0,toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.6513064824831488,0.7320835482196966,0.6576953086464041,0.7411699912443481
1214,101.0,severe_toxic,multi,{'alpha': 0.0},count,1.0,0.0,4000,,False,,0.9796746276108845,0.7586227674935482,0.9803233993704206,0.8163231247439822
1215,101.0,severe_toxic,bern,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.9850420237996173,0.6076096191634359,0.9843771019613822,0.6147988562524598
1216,101.0,obscene,multi,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.9615544645086128,0.8194538654993152,0.9612745845403262,0.8235252007116571
1217,101.0,obscene,bern,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.7004660064908047,0.7699689383418549,0.7028779494722115,0.7753402690988116
1218,101.0,threat,multi,{'alpha': 0.0},count,1.0,0.0,4000,,False,,0.9871848215028709,0.6293766135350707,0.9882424688124983,0.8423710181947729
1219,101.0,threat,bern,{'alpha': 2.0},count,1.0,0.0,4000,,False,,0.9871640176416743,0.6549237169854134,0.9866730043137852,0.6960440144018977
1220,101.0,insult,multi,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.9584130814679204,0.8003284361869231,0.958108750437208,0.8053226276760607
1221,101.0,insult,bern,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.7041482899226096,0.7663232220776767,0.7062590244208676,0.7729091283102757
1222,101.0,identity_hate,multi,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.977635849213614,0.6550538923992687,0.9773279642700197,0.673352915330911
1223,101.0,identity_hate,bern,{'alpha': 10.0},count,1.0,0.0,4000,,False,,0.9777398685195973,0.5227729540014016,0.9774086795870963,0.5298825188669835
1224,102.0,toxic,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,,False,,0.9433510859615545,0.741407718557506,0.9449521537537107,0.7520896777403697
1225,102.0,toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,False,,0.6484355496380129,0.7316689782012847,0.6560182237249222,0.7409513305337299
1226,102.0,severe_toxic,multi,{'alpha': 10.0},tfidf,0.0,0.0,4000,,False,,0.9902429890987767,0.5243626681407327,0.9897939965740832,0.5254011790880541
1227,102.0,severe_toxic,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,False,,0.9848339851876509,0.6138655383366741,0.9840183672188192,0.6146176557994587
1228,102.0,obscene,multi,{'alpha': 0.1},tfidf,0.0,0.0,4000,,False,,0.9662353332778564,0.7631241457656603,0.9667363209958476,0.7786540485808638
1229,102.0,obscene,bern,{'alpha': 10.0},tfidf,0.0,0.0,4000,,False,,0.6970541732545561,0.7696871167303566,0.6986269427728402,0.7742035690053821
1230,102.0,threat,multi,{'alpha': 10.0},tfidf,0.0,0.0,4000,,False,,0.9967545976533244,0.5,0.997112185322368,0.5
1231,102.0,threat,bern,{'alpha': 2.0},tfidf,0.0,0.0,4000,,False,,0.986893567446118,0.6452039743803811,0.9864218899939912,0.7067561786245148
1232,102.0,insult,multi,{'alpha': 0.001},tfidf,0.0,0.0,4000,,False,,0.9631147540983607,0.7282265337372976,0.9635615185241653,0.7490573694542002
