,label,model,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,f1dev,aucdev,f1train,auctrain
578,severe_toxic,multi,count,0.0,0.0,1000,,True,,0.9818307556896768,0.8375143705181599,0.9824412398415778,0.8418414833215397
579,severe_toxic,bern,count,0.0,0.0,1000,,True,,0.7216563980049456,0.8100230812934838,0.7197124797725586,0.8100157846041114
580,obscene,multi,count,0.0,0.0,1000,,True,,0.9624879500398172,0.838118310526803,0.9623166119817975,0.843840964373609
581,obscene,bern,count,0.0,0.0,1000,,True,,0.6583259985749612,0.745689047103254,0.6587574763305409,0.7444132259345121
582,threat,multi,count,0.0,0.0,1000,,True,,0.9862316107129385,0.7719439168202897,0.986437556435679,0.7950049606512402
583,threat,bern,count,0.0,0.0,1000,,True,,0.7952973720608575,0.8181058519478346,0.7946233002244016,0.8360278134290595
584,insult,multi,count,0.0,0.0,1000,,True,,0.9567249256045937,0.8117644200513197,0.9567646822168382,0.8168009153514849
585,insult,bern,count,0.0,0.0,1000,,True,,0.6594366905570225,0.7378155912450893,0.6602952088902398,0.7389684252338167
586,identity_hate,multi,count,0.0,0.0,1000,,True,,0.9779957248836917,0.7381090223524375,0.9788919385264588,0.7305723179860629
587,identity_hate,bern,count,0.0,0.0,1000,,True,,0.710612347541808,0.7608853102620405,0.7097172181345158,0.7714738738876639
588,toxic,multi,count,1.0,0.0,1000,,True,,0.928412758288277,0.764849485615179,0.9264123447739444,0.7610463375290674
589,toxic,bern,count,1.0,0.0,1000,,True,,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
590,severe_toxic,multi,count,1.0,0.0,1000,,True,,0.9796512846305377,0.7685050748433265,0.980349208335941,0.7745815759419948
591,severe_toxic,bern,count,1.0,0.0,1000,,True,,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
592,obscene,multi,count,1.0,0.0,1000,,True,,0.9537281528982774,0.783700821916616,0.9533405451798342,0.7808853810454169
593,obscene,bern,count,1.0,0.0,1000,,True,,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
594,threat,multi,count,1.0,0.0,1000,,True,,0.9833186638165892,0.7044678840595288,0.9835855989557724,0.720395501911459
595,threat,bern,count,1.0,0.0,1000,,True,,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
596,insult,multi,count,1.0,0.0,1000,,True,,0.9514648560291713,0.7683392942251795,0.9503544831162329,0.7659848729513574
597,insult,bern,count,1.0,0.0,1000,,True,,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
598,identity_hate,multi,count,1.0,0.0,1000,,True,,0.9755438199421602,0.6819368546634373,0.975816473407061,0.6879765379729299
599,identity_hate,bern,count,1.0,0.0,1000,,True,,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
600,toxic,multi,tfidf,0.0,0.0,1000,,True,,0.9414267152856365,0.6978387840182674,0.9410744459245617,0.6994400380665242
601,toxic,bern,tfidf,0.0,0.0,1000,,True,,0.6368246783184542,0.7109115051157497,0.6395268790287252,0.715922057859979
602,severe_toxic,multi,tfidf,0.0,0.0,1000,,True,,0.9895636866591223,0.6181454097282791,0.9904606939465191,0.6459484861479733
603,severe_toxic,bern,tfidf,0.0,0.0,1000,,True,,0.7216563980049456,0.8100230812934838,0.7197124797725586,0.8100157846041114
604,obscene,multi,tfidf,0.0,0.0,1000,,True,,0.9704933148916551,0.7363934345631704,0.9706400364764468,0.7388905996849094
605,obscene,bern,tfidf,0.0,0.0,1000,,True,,0.6583259985749612,0.745689047103254,0.6587574763305409,0.7444132259345121
606,threat,multi,tfidf,0.0,0.0,1000,,True,,0.9968355756737499,0.5,0.9970496991587172,0.5015111189497315
607,threat,bern,tfidf,0.0,0.0,1000,,True,,0.7952973720608575,0.8181058519478346,0.7946233002244016,0.8360278134290595
608,insult,multi,tfidf,0.0,0.0,1000,,True,,0.9663020243933107,0.6935996412273316,0.96577651024112,0.6903233816877064
609,insult,bern,tfidf,0.0,0.0,1000,,True,,0.6594366905570225,0.7378155912450893,0.6602952088902398,0.7389684252338167
610,identity_hate,multi,tfidf,0.0,0.0,1000,,True,,0.9913659415734104,0.5573556683661267,0.991569291838395,0.5717892554073245
611,identity_hate,bern,tfidf,0.0,0.0,1000,,True,,0.710612347541808,0.7608853102620405,0.7097172181345158,0.7714738738876639
612,toxic,multi,tfidf,1.0,0.0,1000,,True,,0.9327926568590469,0.6719357661989991,0.9309450797028243,0.6657177755472389
613,toxic,bern,tfidf,1.0,0.0,1000,,True,,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
614,severe_toxic,multi,tfidf,1.0,0.0,1000,,True,,0.9862106542604467,0.6030759125578865,0.9872600645490063,0.628780945825631
615,severe_toxic,bern,tfidf,1.0,0.0,1000,,True,,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
616,obscene,multi,tfidf,1.0,0.0,1000,,True,,0.9608743031979547,0.6897588327769175,0.9611186110341251,0.6885486677032151
617,obscene,bern,tfidf,1.0,0.0,1000,,True,,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
618,threat,multi,tfidf,1.0,0.0,1000,,True,,0.9968565321262417,0.5066120050672338,0.9970496991587172,0.49998655022147304
619,threat,bern,tfidf,1.0,0.0,1000,,True,,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
620,insult,multi,tfidf,1.0,0.0,1000,,True,,0.9586948321388156,0.6540231144306597,0.9579537428589309,0.6490223408681629
621,insult,bern,tfidf,1.0,0.0,1000,,True,,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
622,identity_hate,multi,tfidf,1.0,0.0,1000,,True,,0.9902762060438409,0.5353095361383381,0.989960036834059,0.544448799624106
623,identity_hate,bern,tfidf,1.0,0.0,1000,,True,,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
624,toxic,multi,count,0.0,0.0,1000,,False,,0.9341338698185171,0.7971034036092202,0.9344675601012042,0.8026062488928972
625,toxic,bern,count,0.0,0.0,1000,,False,,0.6368246783184542,0.7109115051157497,0.6395268790287252,0.715922057859979
626,severe_toxic,multi,count,0.0,0.0,1000,,False,,0.9818307556896768,0.8375143705181599,0.9824412398415778,0.8418414833215397
627,severe_toxic,bern,count,0.0,0.0,1000,,False,,0.7216563980049456,0.8100230812934838,0.7197124797725586,0.8100157846041114
628,obscene,multi,count,0.0,0.0,1000,,False,,0.9624879500398172,0.838118310526803,0.9623166119817975,0.843840964373609
629,obscene,bern,count,0.0,0.0,1000,,False,,0.6583259985749612,0.745689047103254,0.6587574763305409,0.7444132259345121
630,threat,multi,count,0.0,0.0,1000,,False,,0.9862316107129385,0.7719439168202897,0.986437556435679,0.7950049606512402
631,threat,bern,count,0.0,0.0,1000,,False,,0.7952973720608575,0.8181058519478346,0.7946233002244016,0.8360278134290595
632,insult,multi,count,0.0,0.0,1000,,False,,0.9567249256045937,0.8117644200513197,0.9567646822168382,0.8168009153514849
633,insult,bern,count,0.0,0.0,1000,,False,,0.6594366905570225,0.7378155912450893,0.6602952088902398,0.7389684252338167
634,identity_hate,multi,count,0.0,0.0,1000,,False,,0.9779957248836917,0.7381090223524375,0.9788919385264588,0.7305723179860629
635,identity_hate,bern,count,0.0,0.0,1000,,False,,0.710612347541808,0.7608853102620405,0.7097172181345158,0.7714738738876639
636,toxic,multi,count,1.0,0.0,1000,,False,,0.928412758288277,0.764849485615179,0.9264123447739444,0.7610463375290674
637,toxic,bern,count,1.0,0.0,1000,,False,,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
638,severe_toxic,multi,count,1.0,0.0,1000,,False,,0.9796512846305377,0.7685050748433265,0.980349208335941,0.7745815759419948
639,severe_toxic,bern,count,1.0,0.0,1000,,False,,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
640,obscene,multi,count,1.0,0.0,1000,,False,,0.9537281528982774,0.783700821916616,0.9533405451798342,0.7808853810454169
641,obscene,bern,count,1.0,0.0,1000,,False,,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
642,threat,multi,count,1.0,0.0,1000,,False,,0.9833186638165892,0.7044678840595288,0.9835855989557724,0.720395501911459
643,threat,bern,count,1.0,0.0,1000,,False,,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
644,insult,multi,count,1.0,0.0,1000,,False,,0.9514648560291713,0.7683392942251795,0.9503544831162329,0.7659848729513574
645,insult,bern,count,1.0,0.0,1000,,False,,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
646,identity_hate,multi,count,1.0,0.0,1000,,False,,0.9755438199421602,0.6819368546634373,0.975816473407061,0.6879765379729299
647,identity_hate,bern,count,1.0,0.0,1000,,False,,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
648,toxic,multi,tfidf,0.0,0.0,1000,,False,,0.9414267152856365,0.6978387840182674,0.9410744459245617,0.6994400380665242
649,toxic,bern,tfidf,0.0,0.0,1000,,False,,0.6368246783184542,0.7109115051157497,0.6395268790287252,0.715922057859979
650,severe_toxic,multi,tfidf,0.0,0.0,1000,,False,,0.9895636866591223,0.6181454097282791,0.9904606939465191,0.6459484861479733
651,severe_toxic,bern,tfidf,0.0,0.0,1000,,False,,0.7216563980049456,0.8100230812934838,0.7197124797725586,0.8100157846041114
652,obscene,multi,tfidf,0.0,0.0,1000,,False,,0.9704933148916551,0.7363934345631704,0.9706400364764468,0.7388905996849094
653,obscene,bern,tfidf,0.0,0.0,1000,,False,,0.6583259985749612,0.745689047103254,0.6587574763305409,0.7444132259345121
654,threat,multi,tfidf,0.0,0.0,1000,,False,,0.9968355756737499,0.5,0.9970496991587172,0.5015111189497315
655,threat,bern,tfidf,0.0,0.0,1000,,False,,0.7952973720608575,0.8181058519478346,0.7946233002244016,0.8360278134290595
656,insult,multi,tfidf,0.0,0.0,1000,,False,,0.9663020243933107,0.6935996412273316,0.96577651024112,0.6903233816877064
657,insult,bern,tfidf,0.0,0.0,1000,,False,,0.6594366905570225,0.7378155912450893,0.6602952088902398,0.7389684252338167
658,identity_hate,multi,tfidf,0.0,0.0,1000,,False,,0.9913659415734104,0.5573556683661267,0.991569291838395,0.5717892554073245
659,identity_hate,bern,tfidf,0.0,0.0,1000,,False,,0.710612347541808,0.7608853102620405,0.7097172181345158,0.7714738738876639
660,toxic,multi,tfidf,1.0,0.0,1000,,False,,0.9327926568590469,0.6719357661989991,0.9309450797028243,0.6657177755472389
661,toxic,bern,tfidf,1.0,0.0,1000,,False,,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
662,severe_toxic,multi,tfidf,1.0,0.0,1000,,False,,0.9862106542604467,0.6030759125578865,0.9872600645490063,0.628780945825631
663,severe_toxic,bern,tfidf,1.0,0.0,1000,,False,,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
664,obscene,multi,tfidf,1.0,0.0,1000,,False,,0.9608743031979547,0.6897588327769175,0.9611186110341251,0.6885486677032151
665,obscene,bern,tfidf,1.0,0.0,1000,,False,,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
666,threat,multi,tfidf,1.0,0.0,1000,,False,,0.9968565321262417,0.5066120050672338,0.9970496991587172,0.49998655022147304
667,threat,bern,tfidf,1.0,0.0,1000,,False,,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
668,insult,multi,tfidf,1.0,0.0,1000,,False,,0.9586948321388156,0.6540231144306597,0.9579537428589309,0.6490223408681629
669,insult,bern,tfidf,1.0,0.0,1000,,False,,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
670,identity_hate,multi,tfidf,1.0,0.0,1000,,False,,0.9902762060438409,0.5353095361383381,0.989960036834059,0.544448799624106
671,identity_hate,bern,tfidf,1.0,0.0,1000,,False,,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
672,toxic,multi,count,0.0,0.0,1000,,True,ascii,0.9342805649859591,0.7973810501469671,0.9346374259072175,0.8027002059693485
673,toxic,bern,count,0.0,0.0,1000,,True,ascii,0.6366989396035039,0.7107437245415275,0.6395179387231456,0.7158339191007003
674,severe_toxic,multi,count,0.0,0.0,1000,,True,ascii,0.9818517121421686,0.8385538715576609,0.9825038219806354,0.8427617249954659
675,severe_toxic,bern,count,0.0,0.0,1000,,True,ascii,0.7216563980049456,0.8100230812934838,0.7197571813004568,0.8100383602098149
676,obscene,multi,count,0.0,0.0,1000,,True,ascii,0.9624879500398172,0.838118310526803,0.962280850759479,0.8438220832679314
677,obscene,bern,count,0.0,0.0,1000,,True,ascii,0.658346955027453,0.7455129176022048,0.6586859538859038,0.7445347425899235
678,threat,multi,count,0.0,0.0,1000,,True,ascii,0.9863573494278889,0.7753077325437232,0.9865180191858958,0.7965698787150796
679,threat,bern,count,0.0,0.0,1000,,True,ascii,0.7962194559704934,0.8185683574663665,0.7956067338381626,0.8365209719750489
680,insult,multi,count,0.0,0.0,1000,,True,ascii,0.956850664319544,0.812440419611401,0.9568272643558957,0.8168338382460658
681,insult,bern,count,0.0,0.0,1000,,True,ascii,0.659394777652039,0.7375902580583955,0.6602952088902398,0.7387974565947504
682,identity_hate,multi,count,0.0,0.0,1000,,True,ascii,0.9780585942411668,0.738140732814776,0.9788740579152996,0.7300627574100239
683,identity_hate,bern,count,0.0,0.0,1000,,True,ascii,0.7105704346368247,0.7608641699538148,0.7094490089671265,0.7703374908898843
684,toxic,multi,count,1.0,0.0,1000,,True,ascii,0.928412758288277,0.764849485615179,0.9264123447739444,0.7610463375290674
685,toxic,bern,count,1.0,0.0,1000,,True,ascii,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
686,severe_toxic,multi,count,1.0,0.0,1000,,True,ascii,0.9796512846305377,0.7685050748433265,0.980349208335941,0.7745815759419948
687,severe_toxic,bern,count,1.0,0.0,1000,,True,ascii,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
688,obscene,multi,count,1.0,0.0,1000,,True,ascii,0.9537281528982774,0.783700821916616,0.9533405451798342,0.7808853810454169
689,obscene,bern,count,1.0,0.0,1000,,True,ascii,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
690,threat,multi,count,1.0,0.0,1000,,True,ascii,0.9833186638165892,0.7044678840595288,0.9835855989557724,0.720395501911459
691,threat,bern,count,1.0,0.0,1000,,True,ascii,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
692,insult,multi,count,1.0,0.0,1000,,True,ascii,0.9514648560291713,0.7683392942251795,0.9503544831162329,0.7659848729513574
693,insult,bern,count,1.0,0.0,1000,,True,ascii,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
694,identity_hate,multi,count,1.0,0.0,1000,,True,ascii,0.9755438199421602,0.6819368546634373,0.975816473407061,0.6879765379729299
695,identity_hate,bern,count,1.0,0.0,1000,,True,ascii,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
696,toxic,multi,tfidf,0.0,0.0,1000,,True,ascii,0.9414476717381282,0.697850366940407,0.9410744459245617,0.6993984412415284
697,toxic,bern,tfidf,0.0,0.0,1000,,True,ascii,0.6366989396035039,0.7107437245415275,0.6395179387231456,0.7158339191007003
698,severe_toxic,multi,tfidf,0.0,0.0,1000,,True,ascii,0.9895636866591223,0.6181454097282791,0.9904517536409394,0.6459439710268324
699,severe_toxic,bern,tfidf,0.0,0.0,1000,,True,ascii,0.7216563980049456,0.8100230812934838,0.7197571813004568,0.8100383602098149
700,obscene,multi,tfidf,0.0,0.0,1000,,True,ascii,0.970514271344147,0.736591689916065,0.9706132155597078,0.7386375205555017
701,obscene,bern,tfidf,0.0,0.0,1000,,True,ascii,0.658346955027453,0.7455129176022048,0.6586859538859038,0.7445347425899235
702,threat,multi,tfidf,0.0,0.0,1000,,True,ascii,0.9968355756737499,0.5,0.9970496991587172,0.5015111189497315
703,threat,bern,tfidf,0.0,0.0,1000,,True,ascii,0.7962194559704934,0.8185683574663665,0.7956067338381626,0.8365209719750489
704,insult,multi,tfidf,0.0,0.0,1000,,True,ascii,0.9663020243933107,0.6935996412273316,0.9657943908522794,0.6905037568680815
705,insult,bern,tfidf,0.0,0.0,1000,,True,ascii,0.659394777652039,0.7375902580583955,0.6602952088902398,0.7387974565947504
706,identity_hate,multi,tfidf,0.0,0.0,1000,,True,ascii,0.9913659415734104,0.5573556683661267,0.991569291838395,0.5717892554073245
707,identity_hate,bern,tfidf,0.0,0.0,1000,,True,ascii,0.7105704346368247,0.7608641699538148,0.7094490089671265,0.7703374908898843
708,toxic,multi,tfidf,1.0,0.0,1000,,True,ascii,0.9327926568590469,0.6719357661989991,0.9309450797028243,0.6657177755472389
709,toxic,bern,tfidf,1.0,0.0,1000,,True,ascii,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
710,severe_toxic,multi,tfidf,1.0,0.0,1000,,True,ascii,0.9862106542604467,0.6030759125578865,0.9872600645490063,0.628780945825631
711,severe_toxic,bern,tfidf,1.0,0.0,1000,,True,ascii,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
712,obscene,multi,tfidf,1.0,0.0,1000,,True,ascii,0.9608743031979547,0.6897588327769175,0.9611186110341251,0.6885486677032151
713,obscene,bern,tfidf,1.0,0.0,1000,,True,ascii,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
714,threat,multi,tfidf,1.0,0.0,1000,,True,ascii,0.9968565321262417,0.5066120050672338,0.9970496991587172,0.49998655022147304
715,threat,bern,tfidf,1.0,0.0,1000,,True,ascii,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
716,insult,multi,tfidf,1.0,0.0,1000,,True,ascii,0.9586948321388156,0.6540231144306597,0.9579537428589309,0.6490223408681629
717,insult,bern,tfidf,1.0,0.0,1000,,True,ascii,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
718,identity_hate,multi,tfidf,1.0,0.0,1000,,True,ascii,0.9902762060438409,0.5353095361383381,0.989960036834059,0.544448799624106
719,identity_hate,bern,tfidf,1.0,0.0,1000,,True,ascii,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
720,toxic,multi,count,0.0,0.0,1000,,False,ascii,0.9342805649859591,0.7973810501469671,0.9346374259072175,0.8027002059693485
721,toxic,bern,count,0.0,0.0,1000,,False,ascii,0.6366989396035039,0.7107437245415275,0.6395179387231456,0.7158339191007003
722,severe_toxic,multi,count,0.0,0.0,1000,,False,ascii,0.9818517121421686,0.8385538715576609,0.9825038219806354,0.8427617249954659
723,severe_toxic,bern,count,0.0,0.0,1000,,False,ascii,0.7216563980049456,0.8100230812934838,0.7197571813004568,0.8100383602098149
724,obscene,multi,count,0.0,0.0,1000,,False,ascii,0.9624879500398172,0.838118310526803,0.962280850759479,0.8438220832679314
725,obscene,bern,count,0.0,0.0,1000,,False,ascii,0.658346955027453,0.7455129176022048,0.6586859538859038,0.7445347425899235
726,threat,multi,count,0.0,0.0,1000,,False,ascii,0.9863573494278889,0.7753077325437232,0.9865180191858958,0.7965698787150796
727,threat,bern,count,0.0,0.0,1000,,False,ascii,0.7962194559704934,0.8185683574663665,0.7956067338381626,0.8365209719750489
728,insult,multi,count,0.0,0.0,1000,,False,ascii,0.956850664319544,0.812440419611401,0.9568272643558957,0.8168338382460658
729,insult,bern,count,0.0,0.0,1000,,False,ascii,0.659394777652039,0.7375902580583955,0.6602952088902398,0.7387974565947504
730,identity_hate,multi,count,0.0,0.0,1000,,False,ascii,0.9780585942411668,0.738140732814776,0.9788740579152996,0.7300627574100239
731,identity_hate,bern,count,0.0,0.0,1000,,False,ascii,0.7105704346368247,0.7608641699538148,0.7094490089671265,0.7703374908898843
732,toxic,multi,count,1.0,0.0,1000,,False,ascii,0.928412758288277,0.764849485615179,0.9264123447739444,0.7610463375290674
733,toxic,bern,count,1.0,0.0,1000,,False,ascii,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
734,severe_toxic,multi,count,1.0,0.0,1000,,False,ascii,0.9796512846305377,0.7685050748433265,0.980349208335941,0.7745815759419948
735,severe_toxic,bern,count,1.0,0.0,1000,,False,ascii,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
736,obscene,multi,count,1.0,0.0,1000,,False,ascii,0.9537281528982774,0.783700821916616,0.9533405451798342,0.7808853810454169
737,obscene,bern,count,1.0,0.0,1000,,False,ascii,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
738,threat,multi,count,1.0,0.0,1000,,False,ascii,0.9833186638165892,0.7044678840595288,0.9835855989557724,0.720395501911459
739,threat,bern,count,1.0,0.0,1000,,False,ascii,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
740,insult,multi,count,1.0,0.0,1000,,False,ascii,0.9514648560291713,0.7683392942251795,0.9503544831162329,0.7659848729513574
741,insult,bern,count,1.0,0.0,1000,,False,ascii,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
742,identity_hate,multi,count,1.0,0.0,1000,,False,ascii,0.9755438199421602,0.6819368546634373,0.975816473407061,0.6879765379729299
743,identity_hate,bern,count,1.0,0.0,1000,,False,ascii,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
744,toxic,multi,tfidf,0.0,0.0,1000,,False,ascii,0.9414476717381282,0.697850366940407,0.9410744459245617,0.6993984412415284
745,toxic,bern,tfidf,0.0,0.0,1000,,False,ascii,0.6366989396035039,0.7107437245415275,0.6395179387231456,0.7158339191007003
746,severe_toxic,multi,tfidf,0.0,0.0,1000,,False,ascii,0.9895636866591223,0.6181454097282791,0.9904517536409394,0.6459439710268324
747,severe_toxic,bern,tfidf,0.0,0.0,1000,,False,ascii,0.7216563980049456,0.8100230812934838,0.7197571813004568,0.8100383602098149
748,obscene,multi,tfidf,0.0,0.0,1000,,False,ascii,0.970514271344147,0.736591689916065,0.9706132155597078,0.7386375205555017
749,obscene,bern,tfidf,0.0,0.0,1000,,False,ascii,0.658346955027453,0.7455129176022048,0.6586859538859038,0.7445347425899235
750,threat,multi,tfidf,0.0,0.0,1000,,False,ascii,0.9968355756737499,0.5,0.9970496991587172,0.5015111189497315
751,threat,bern,tfidf,0.0,0.0,1000,,False,ascii,0.7962194559704934,0.8185683574663665,0.7956067338381626,0.8365209719750489
752,insult,multi,tfidf,0.0,0.0,1000,,False,ascii,0.9663020243933107,0.6935996412273316,0.9657943908522794,0.6905037568680815
753,insult,bern,tfidf,0.0,0.0,1000,,False,ascii,0.659394777652039,0.7375902580583955,0.6602952088902398,0.7387974565947504
754,identity_hate,multi,tfidf,0.0,0.0,1000,,False,ascii,0.9913659415734104,0.5573556683661267,0.991569291838395,0.5717892554073245
755,identity_hate,bern,tfidf,0.0,0.0,1000,,False,ascii,0.7105704346368247,0.7608641699538148,0.7094490089671265,0.7703374908898843
756,toxic,multi,tfidf,1.0,0.0,1000,,False,ascii,0.9327926568590469,0.6719357661989991,0.9309450797028243,0.6657177755472389
757,toxic,bern,tfidf,1.0,0.0,1000,,False,ascii,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
758,severe_toxic,multi,tfidf,1.0,0.0,1000,,False,ascii,0.9862106542604467,0.6030759125578865,0.9872600645490063,0.628780945825631
759,severe_toxic,bern,tfidf,1.0,0.0,1000,,False,ascii,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
760,obscene,multi,tfidf,1.0,0.0,1000,,False,ascii,0.9608743031979547,0.6897588327769175,0.9611186110341251,0.6885486677032151
761,obscene,bern,tfidf,1.0,0.0,1000,,False,ascii,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
762,threat,multi,tfidf,1.0,0.0,1000,,False,ascii,0.9968565321262417,0.5066120050672338,0.9970496991587172,0.49998655022147304
763,threat,bern,tfidf,1.0,0.0,1000,,False,ascii,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
764,insult,multi,tfidf,1.0,0.0,1000,,False,ascii,0.9586948321388156,0.6540231144306597,0.9579537428589309,0.6490223408681629
765,insult,bern,tfidf,1.0,0.0,1000,,False,ascii,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
766,identity_hate,multi,tfidf,1.0,0.0,1000,,False,ascii,0.9902762060438409,0.5353095361383381,0.989960036834059,0.544448799624106
767,identity_hate,bern,tfidf,1.0,0.0,1000,,False,ascii,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
768,toxic,multi,count,0.0,0.0,1000,,True,unicode,0.9341338698185171,0.7971034036092202,0.9344943810179432,0.8027458746957454
769,toxic,bern,count,0.0,0.0,1000,,True,unicode,0.6366989396035039,0.7107437245415275,0.6395089984175659,0.7159121676414051
770,severe_toxic,multi,count,0.0,0.0,1000,,True,unicode,0.9818307556896768,0.8375143705181599,0.9824412398415778,0.8418414833215397
771,severe_toxic,bern,count,0.0,0.0,1000,,True,unicode,0.7216983109099293,0.8100442511391556,0.7197124797725586,0.8100157846041114
772,obscene,multi,count,0.0,0.0,1000,,True,unicode,0.9624879500398172,0.838118310526803,0.9622897910650586,0.843906442977734
773,obscene,bern,count,0.0,0.0,1000,,True,unicode,0.6582631292174861,0.7454686658985142,0.6587038344970632,0.7443849042759958
774,threat,multi,count,0.0,0.0,1000,,True,unicode,0.9862944800704136,0.7752761980765506,0.9864733176579975,0.7965474624175347
775,threat,bern,count,0.0,0.0,1000,,True,unicode,0.7969319753552119,0.8189257480943228,0.7961699730896802,0.8368034173241156
776,insult,multi,count,0.0,0.0,1000,,True,unicode,0.9567249256045937,0.8117644200513197,0.9567557419112586,0.8167962120808305
777,insult,bern,count,0.0,0.0,1000,,True,unicode,0.6594786034620059,0.737837624956668,0.6603130895013991,0.7388923474555924
778,identity_hate,multi,count,0.0,0.0,1000,,True,unicode,0.9779957248836917,0.7381090223524375,0.9788919385264588,0.7305723179860629
779,identity_hate,bern,count,0.0,0.0,1000,,True,unicode,0.7106752168992834,0.7609170207243791,0.7097440390512548,0.7714874041006294
780,toxic,multi,count,1.0,0.0,1000,,True,unicode,0.928412758288277,0.764849485615179,0.9264123447739444,0.7610463375290674
781,toxic,bern,count,1.0,0.0,1000,,True,unicode,0.62703801500482,0.7016692418625468,0.6294600949460453,0.7057782140533664
782,severe_toxic,multi,count,1.0,0.0,1000,,True,unicode,0.9796512846305377,0.7685050748433265,0.980349208335941,0.7745815759419948
783,severe_toxic,bern,count,1.0,0.0,1000,,True,unicode,0.7115344314514438,0.7977081507470821,0.7101284721911795,0.7980664881337509
784,obscene,multi,count,1.0,0.0,1000,,True,unicode,0.9537281528982774,0.783700821916616,0.9533405451798342,0.7808853810454169
785,obscene,bern,count,1.0,0.0,1000,,True,unicode,0.6432163963284295,0.7298505955802058,0.6422894334528354,0.7258431870304829
786,threat,multi,count,1.0,0.0,1000,,True,unicode,0.9833186638165892,0.7044678840595288,0.9835855989557724,0.720395501911459
787,threat,bern,count,1.0,0.0,1000,,True,unicode,0.7537826396747559,0.7906810985466718,0.7527916104172441,0.8104769360017036
788,insult,multi,count,1.0,0.0,1000,,True,unicode,0.9514648560291713,0.7683392942251795,0.9503544831162329,0.7659848729513574
789,insult,bern,count,1.0,0.0,1000,,True,unicode,0.6456054319124859,0.7218025889941657,0.6467417056314985,0.7252559743176719
790,identity_hate,multi,count,1.0,0.0,1000,,True,unicode,0.9755438199421602,0.6819368546634373,0.975816473407061,0.6879765379729299
791,identity_hate,bern,count,1.0,0.0,1000,,True,unicode,0.6858627771490842,0.7328767196558257,0.6879565143536606,0.747482309816001
